留言时间,评分,回复数,点赞数,图片数,评论内容
2020-11-14 23:37:14,5,19,31,0,已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。
2021-01-10 19:35:10,5,2,7,2,双十一购买了两箱，价格实惠，坚果很爽脆，独立包装，干湿分离，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，葡萄干，蔓越莓干，蓝莓干，很好食，食不停
2019-12-21 23:29:32,5,10,161,2,第三次购买了，太好吃了，包装设计简洁大方，干湿分离，锁住水分，保障了干果的松脆，吃的时候中间打开混合在一起，口味丰富。六种坚果，三种果干，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，都很干净饱满，还有葡萄干，蔓越莓干，蓝莓干。混在一起吃特别好吃。
2020-12-01 15:28:14,5,1,17,8,"很棒的一款，用了神倦 ; 少花一半，去gon g 仲号领；京""（酷），你叟所一下。已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。补充每天所需的膳食纤维，坚果味搭配酸酸甜甜的味道，确实很好吃，果干的水分控制的也是相当棒，不会粘牙，里面有30小袋，每个都有25g呢，每天吃一袋，足够我吃一个月了，京东物流也超级棒，当天下单第二天就到了，真的非常喜欢京东，下回我还要买。大品牌值得信赖。"
2019-12-20 16:48:42,5,2,80,3,包装设计简洁大方，干湿分离，锁住了水分，又保障了干果松脆，吃的时候中间打开混合在一起炒，口味丰富，每天一包，补充营养，元气满满，里面的干果都很饱满，核桃仁去皮了，少了苦涩的味道，外出携带很方便，京东活动很给力，必须五星好评。
2020-06-10 22:14:16,5,2,40,4,活动入手超值，包装简洁大方，一箱30小袋，独立单包，便于携带，干湿分离，锁住了果干的水分，又保住了坚果的酥脆，几种口味混搭营养全面，每天一包+酸奶搭配，元气满满，脆脆酸酸甜甜的，口感很好，吃完再囤，大品牌值得信赖。
2021-01-03 10:46:34,5,2,2,1,"非常好吃的每日坚果。
口感好吃，小包装，食用方便，每天出门带一个。
营养价值高，补充每日所需不饱和脂肪酸。
价格实惠，坚果品种多，营养丰富。"
2020-09-11 19:43:25,5,0,16,3,好吃好吃?真的不错?干果的品种很多 有杏仁 核桃 开心果 碧根果 葡萄干等等 营养很全面 正好有满减活动 很便宜 一天吃一包 能吃一个月 太划算了?京东物流很快 早上买的下午就到了 感谢京东 感谢快递小哥！
2020-11-06 15:45:50,5,0,7,2,"三只松鼠零食我一下子买了三个月箱，搭配牛奶更好吃,好吃且新鲜,都说好吃价格比较便宜,还是一如既往的好吃,每小包里面都是干湿分离的,而且很有营养,味道也很好,酸酸甜甜的干果加上香脆的坚果。颗颗饱满,粒粒香甜有倦哦超级喜欢超市便宜很多,而且大品牌值得拥有。"
2020-12-10 14:38:53,5,0,2,2,三只松鼠每日坚果大礼包，大品牌，值得信赖，包装设计简洁大方，都是独立包装，干湿分离，既锁住了水分，又保证了坚果的松脆，中间有个小隔层，打开后，可以将干果和湿果混合起来吃，酸酸甜甜的，味道超级棒。干果很新鲜，推荐大家购买。
留言时间,评分,回复数,点赞数,图片数,评论内容
2020-11-14 23:37:14,5,19,31,0,已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。
2021-01-10 19:35:10,5,2,7,2,双十一购买了两箱，价格实惠，坚果很爽脆，独立包装，干湿分离，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，葡萄干，蔓越莓干，蓝莓干，很好食，食不停
2019-12-21 23:29:32,5,10,161,2,第三次购买了，太好吃了，包装设计简洁大方，干湿分离，锁住水分，保障了干果的松脆，吃的时候中间打开混合在一起，口味丰富。六种坚果，三种果干，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，都很干净饱满，还有葡萄干，蔓越莓干，蓝莓干。混在一起吃特别好吃。
2020-12-01 15:28:14,5,1,17,8,"很棒的一款，用了神倦 ; 少花一半，去gon g 仲号领；京""（酷），你叟所一下。已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。补充每天所需的膳食纤维，坚果味搭配酸酸甜甜的味道，确实很好吃，果干的水分控制的也是相当棒，不会粘牙，里面有30小袋，每个都有25g呢，每天吃一袋，足够我吃一个月了，京东物流也超级棒，当天下单第二天就到了，真的非常喜欢京东，下回我还要买。大品牌值得信赖。"
2019-12-20 16:48:42,5,2,80,3,包装设计简洁大方，干湿分离，锁住了水分，又保障了干果松脆，吃的时候中间打开混合在一起炒，口味丰富，每天一包，补充营养，元气满满，里面的干果都很饱满，核桃仁去皮了，少了苦涩的味道，外出携带很方便，京东活动很给力，必须五星好评。
2020-06-10 22:14:16,5,2,40,4,活动入手超值，包装简洁大方，一箱30小袋，独立单包，便于携带，干湿分离，锁住了果干的水分，又保住了坚果的酥脆，几种口味混搭营养全面，每天一包+酸奶搭配，元气满满，脆脆酸酸甜甜的，口感很好，吃完再囤，大品牌值得信赖。
2021-01-03 10:46:34,5,2,2,1,"非常好吃的每日坚果。
口感好吃，小包装，食用方便，每天出门带一个。
营养价值高，补充每日所需不饱和脂肪酸。
价格实惠，坚果品种多，营养丰富。"
2020-09-11 19:43:25,5,0,16,3,好吃好吃?真的不错?干果的品种很多 有杏仁 核桃 开心果 碧根果 葡萄干等等 营养很全面 正好有满减活动 很便宜 一天吃一包 能吃一个月 太划算了?京东物流很快 早上买的下午就到了 感谢京东 感谢快递小哥！
2020-11-06 15:45:50,5,0,7,2,"三只松鼠零食我一下子买了三个月箱，搭配牛奶更好吃,好吃且新鲜,都说好吃价格比较便宜,还是一如既往的好吃,每小包里面都是干湿分离的,而且很有营养,味道也很好,酸酸甜甜的干果加上香脆的坚果。颗颗饱满,粒粒香甜有倦哦超级喜欢超市便宜很多,而且大品牌值得拥有。"
2020-12-10 14:38:53,5,0,2,2,三只松鼠每日坚果大礼包，大品牌，值得信赖，包装设计简洁大方，都是独立包装，干湿分离，既锁住了水分，又保证了坚果的松脆，中间有个小隔层，打开后，可以将干果和湿果混合起来吃，酸酸甜甜的，味道超级棒。干果很新鲜，推荐大家购买。
留言时间,评分,回复数,点赞数,图片数,评论内容
2020-11-14 23:37:14,5,19,31,0,已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。
2021-01-10 19:35:10,5,2,7,2,双十一购买了两箱，价格实惠，坚果很爽脆，独立包装，干湿分离，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，葡萄干，蔓越莓干，蓝莓干，很好食，食不停
2019-12-21 23:29:32,5,10,161,2,第三次购买了，太好吃了，包装设计简洁大方，干湿分离，锁住水分，保障了干果的松脆，吃的时候中间打开混合在一起，口味丰富。六种坚果，三种果干，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，都很干净饱满，还有葡萄干，蔓越莓干，蓝莓干。混在一起吃特别好吃。
2020-12-01 15:28:14,5,1,17,8,"很棒的一款，用了神倦 ; 少花一半，去gon g 仲号领；京""（酷），你叟所一下。已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。补充每天所需的膳食纤维，坚果味搭配酸酸甜甜的味道，确实很好吃，果干的水分控制的也是相当棒，不会粘牙，里面有30小袋，每个都有25g呢，每天吃一袋，足够我吃一个月了，京东物流也超级棒，当天下单第二天就到了，真的非常喜欢京东，下回我还要买。大品牌值得信赖。"
2019-12-20 16:48:42,5,2,80,3,包装设计简洁大方，干湿分离，锁住了水分，又保障了干果松脆，吃的时候中间打开混合在一起炒，口味丰富，每天一包，补充营养，元气满满，里面的干果都很饱满，核桃仁去皮了，少了苦涩的味道，外出携带很方便，京东活动很给力，必须五星好评。
2020-06-10 22:14:16,5,2,40,4,活动入手超值，包装简洁大方，一箱30小袋，独立单包，便于携带，干湿分离，锁住了果干的水分，又保住了坚果的酥脆，几种口味混搭营养全面，每天一包+酸奶搭配，元气满满，脆脆酸酸甜甜的，口感很好，吃完再囤，大品牌值得信赖。
2021-01-03 10:46:34,5,2,2,1,"非常好吃的每日坚果。
口感好吃，小包装，食用方便，每天出门带一个。
营养价值高，补充每日所需不饱和脂肪酸。
价格实惠，坚果品种多，营养丰富。"
2020-09-11 19:43:25,5,0,16,3,好吃好吃?真的不错?干果的品种很多 有杏仁 核桃 开心果 碧根果 葡萄干等等 营养很全面 正好有满减活动 很便宜 一天吃一包 能吃一个月 太划算了?京东物流很快 早上买的下午就到了 感谢京东 感谢快递小哥！
2020-11-06 15:45:50,5,0,7,2,"三只松鼠零食我一下子买了三个月箱，搭配牛奶更好吃,好吃且新鲜,都说好吃价格比较便宜,还是一如既往的好吃,每小包里面都是干湿分离的,而且很有营养,味道也很好,酸酸甜甜的干果加上香脆的坚果。颗颗饱满,粒粒香甜有倦哦超级喜欢超市便宜很多,而且大品牌值得拥有。"
2020-12-10 14:38:53,5,0,2,2,三只松鼠每日坚果大礼包，大品牌，值得信赖，包装设计简洁大方，都是独立包装，干湿分离，既锁住了水分，又保证了坚果的松脆，中间有个小隔层，打开后，可以将干果和湿果混合起来吃，酸酸甜甜的，味道超级棒。干果很新鲜，推荐大家购买。
留言时间,评分,回复数,点赞数,图片数,评论内容
2020-11-14 23:37:14,5,19,31,0,已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。
2021-01-10 19:35:10,5,2,7,2,双十一购买了两箱，价格实惠，坚果很爽脆，独立包装，干湿分离，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，葡萄干，蔓越莓干，蓝莓干，很好食，食不停
2019-12-21 23:29:32,5,10,161,2,第三次购买了，太好吃了，包装设计简洁大方，干湿分离，锁住水分，保障了干果的松脆，吃的时候中间打开混合在一起，口味丰富。六种坚果，三种果干，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，都很干净饱满，还有葡萄干，蔓越莓干，蓝莓干。混在一起吃特别好吃。
2020-12-01 15:28:14,5,1,17,8,"很棒的一款，用了神倦 ; 少花一半，去gon g 仲号领；京""（酷），你叟所一下。已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。补充每天所需的膳食纤维，坚果味搭配酸酸甜甜的味道，确实很好吃，果干的水分控制的也是相当棒，不会粘牙，里面有30小袋，每个都有25g呢，每天吃一袋，足够我吃一个月了，京东物流也超级棒，当天下单第二天就到了，真的非常喜欢京东，下回我还要买。大品牌值得信赖。"
2019-12-20 16:48:42,5,2,80,3,包装设计简洁大方，干湿分离，锁住了水分，又保障了干果松脆，吃的时候中间打开混合在一起炒，口味丰富，每天一包，补充营养，元气满满，里面的干果都很饱满，核桃仁去皮了，少了苦涩的味道，外出携带很方便，京东活动很给力，必须五星好评。
2020-06-10 22:14:16,5,2,40,4,活动入手超值，包装简洁大方，一箱30小袋，独立单包，便于携带，干湿分离，锁住了果干的水分，又保住了坚果的酥脆，几种口味混搭营养全面，每天一包+酸奶搭配，元气满满，脆脆酸酸甜甜的，口感很好，吃完再囤，大品牌值得信赖。
2021-01-03 10:46:34,5,2,2,1,非常好吃的每日坚果。 口感好吃，小包装，食用方便，每天出门带一个。 营养价值高，补充每日所需不饱和脂肪酸。 价格实惠，坚果品种多，营养丰富。
2020-09-11 19:43:25,5,0,16,3,好吃好吃?真的不错?干果的品种很多 有杏仁 核桃 开心果 碧根果 葡萄干等等 营养很全面 正好有满减活动 很便宜 一天吃一包 能吃一个月 太划算了?京东物流很快 早上买的下午就到了 感谢京东 感谢快递小哥！
2020-11-06 15:45:50,5,0,7,2,"三只松鼠零食我一下子买了三个月箱，搭配牛奶更好吃,好吃且新鲜,都说好吃价格比较便宜,还是一如既往的好吃,每小包里面都是干湿分离的,而且很有营养,味道也很好,酸酸甜甜的干果加上香脆的坚果。颗颗饱满,粒粒香甜有倦哦超级喜欢超市便宜很多,而且大品牌值得拥有。"
2020-12-10 14:38:53,5,0,2,2,三只松鼠每日坚果大礼包，大品牌，值得信赖，包装设计简洁大方，都是独立包装，干湿分离，既锁住了水分，又保证了坚果的松脆，中间有个小隔层，打开后，可以将干果和湿果混合起来吃，酸酸甜甜的，味道超级棒。干果很新鲜，推荐大家购买。
留言时间,评分,回复数,点赞数,图片数,评论内容
2020-11-14 23:37:14,5,19,31,0,已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。
2021-01-10 19:35:10,5,2,7,2,双十一购买了两箱，价格实惠，坚果很爽脆，独立包装，干湿分离，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，葡萄干，蔓越莓干，蓝莓干，很好食，食不停
2019-12-21 23:29:32,5,10,161,2,第三次购买了，太好吃了，包装设计简洁大方，干湿分离，锁住水分，保障了干果的松脆，吃的时候中间打开混合在一起，口味丰富。六种坚果，三种果干，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，都很干净饱满，还有葡萄干，蔓越莓干，蓝莓干。混在一起吃特别好吃。
2020-12-01 15:28:14,5,1,17,8,"很棒的一款，用了神倦 ; 少花一半，去gon g 仲号领；京""（酷），你叟所一下。已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。补充每天所需的膳食纤维，坚果味搭配酸酸甜甜的味道，确实很好吃，果干的水分控制的也是相当棒，不会粘牙，里面有30小袋，每个都有25g呢，每天吃一袋，足够我吃一个月了，京东物流也超级棒，当天下单第二天就到了，真的非常喜欢京东，下回我还要买。大品牌值得信赖。"
2019-12-20 16:48:42,5,2,80,3,包装设计简洁大方，干湿分离，锁住了水分，又保障了干果松脆，吃的时候中间打开混合在一起炒，口味丰富，每天一包，补充营养，元气满满，里面的干果都很饱满，核桃仁去皮了，少了苦涩的味道，外出携带很方便，京东活动很给力，必须五星好评。
2020-06-10 22:14:16,5,2,40,4,活动入手超值，包装简洁大方，一箱30小袋，独立单包，便于携带，干湿分离，锁住了果干的水分，又保住了坚果的酥脆，几种口味混搭营养全面，每天一包+酸奶搭配，元气满满，脆脆酸酸甜甜的，口感很好，吃完再囤，大品牌值得信赖。
2021-01-03 10:46:34,5,2,2,1,"非常好吃的每日坚果。
口感好吃，小包装，食用方便，每天出门带一个。
营养价值高，补充每日所需不饱和脂肪酸。
价格实惠，坚果品种多，营养丰富。"
2020-09-11 19:43:25,5,0,16,3,好吃好吃?真的不错?干果的品种很多 有杏仁 核桃 开心果 碧根果 葡萄干等等 营养很全面 正好有满减活动 很便宜 一天吃一包 能吃一个月 太划算了?京东物流很快 早上买的下午就到了 感谢京东 感谢快递小哥！
2020-11-06 15:45:50,5,0,7,2,"三只松鼠零食我一下子买了三个月箱，搭配牛奶更好吃,好吃且新鲜,都说好吃价格比较便宜,还是一如既往的好吃,每小包里面都是干湿分离的,而且很有营养,味道也很好,酸酸甜甜的干果加上香脆的坚果。颗颗饱满,粒粒香甜有倦哦超级喜欢超市便宜很多,而且大品牌值得拥有。"
2020-12-10 14:38:53,5,0,2,2,三只松鼠每日坚果大礼包，大品牌，值得信赖，包装设计简洁大方，都是独立包装，干湿分离，既锁住了水分，又保证了坚果的松脆，中间有个小隔层，打开后，可以将干果和湿果混合起来吃，酸酸甜甜的，味道超级棒。干果很新鲜，推荐大家购买。
留言时间,评分,回复数,点赞数,图片数,评论内容
2020-11-14 23:37:14,5,19,31,0,已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。
2021-01-10 19:35:10,5,2,7,2,双十一购买了两箱，价格实惠，坚果很爽脆，独立包装，干湿分离，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，葡萄干，蔓越莓干，蓝莓干，很好食，食不停
2019-12-21 23:29:32,5,10,161,2,第三次购买了，太好吃了，包装设计简洁大方，干湿分离，锁住水分，保障了干果的松脆，吃的时候中间打开混合在一起，口味丰富。六种坚果，三种果干，有巴旦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，都很干净饱满，还有葡萄干，蔓越莓干，蓝莓干。混在一起吃特别好吃。
2020-12-01 15:28:14,5,1,17,8,很棒的一款，用了神倦 ; 少花一半，去gon g 仲号领；京&quot;（酷），你叟所一下。已经购买了很多很多次了。非常经济实惠，干湿分离，坚果很爽脆，果干很新鲜，里面有巴坦木仁，开心果仁，榛子仁，夏威夷果仁，核桃仁，腰果仁，黑加仑葡萄干，蔓越莓干，蓝莓干，每一样都是如此每位，根本停不下来。独立包装，每日一包，携带方便，营养丰富。补充每天所需的膳食纤维，坚果味搭配酸酸甜甜的味道，确实很好吃，果干的水分控制的也是相当棒，不会粘牙，里面有30小袋，每个都有25g呢，每天吃一袋，足够我吃一个月了，京东物流也超级棒，当天下单第二天就到了，真的非常喜欢京东，下回我还要买。大品牌值得信赖。
2019-12-20 16:48:42,5,2,80,3,包装设计简洁大方，干湿分离，锁住了水分，又保障了干果松脆，吃的时候中间打开混合在一起炒，口味丰富，每天一包，补充营养，元气满满，里面的干果都很饱满，核桃仁去皮了，少了苦涩的味道，外出携带很方便，京东活动很给力，必须五星好评。
2020-06-10 22:14:16,5,2,40,4,活动入手超值，包装简洁大方，一箱30小袋，独立单包，便于携带，干湿分离，锁住了果干的水分，又保住了坚果的酥脆，几种口味混搭营养全面，每天一包+酸奶搭配，元气满满，脆脆酸酸甜甜的，口感很好，吃完再囤，大品牌值得信赖。
2021-01-03 10:46:34,5,2,2,1,非常好吃的每日坚果。 口感好吃，小包装，食用方便，每天出门带一个。 营养价值高，补充每日所需不饱和脂肪酸。 价格实惠，坚果品种多，营养丰富。
2020-09-11 19:43:25,5,0,16,3,好吃好吃?真的不错?干果的品种很多 有杏仁 核桃 开心果 碧根果 葡萄干等等 营养很全面 正好有满减活动 很便宜 一天吃一包 能吃一个月 太划算了?京东物流很快 早上买的下午就到了 感谢京东 感谢快递小哥！
2020-11-06 15:45:50,5,0,7,2,"三只松鼠零食我一下子买了三个月箱，搭配牛奶更好吃,好吃且新鲜,都说好吃价格比较便宜,还是一如既往的好吃,每小包里面都是干湿分离的,而且很有营养,味道也很好,酸酸甜甜的干果加上香脆的坚果。颗颗饱满,粒粒香甜有倦哦超级喜欢超市便宜很多,而且大品牌值得拥有。"
2020-12-10 14:38:53,5,0,2,2,三只松鼠每日坚果大礼包，大品牌，值得信赖，包装设计简洁大方，都是独立包装，干湿分离，既锁住了水分，又保证了坚果的松脆，中间有个小隔层，打开后，可以将干果和湿果混合起来吃，酸酸甜甜的，味道超级棒。干果很新鲜，推荐大家购买。
留言时间,评分,回复数,点赞数,图片数,评论内容
2021-02-03 12:33:21,5,0,0,2,很好，包装特别棒！机盒外有汽泡袋包着，这是购机以来最完美的一次。
2019-11-14 20:55:47,5,4,4,7,外形外观：外观经典大气，非常喜观黑色，特有品味。 屏幕音效：屏幕非常灵敏，清晰度非常棒，有好几种模式，非常智能，比如时间晚了系统会提醒您该休息了，非常人性化。音质杠杠的！ 拍照效果：真有大片，单反的感觉。 运行速度：很流畅，比之前用的苹果6好用太多了，同时打开多个程序一点都不卡。8+256配980就是不一样。 待机时间：我本人不玩网游，一天一充足够了。
2021-01-29 23:19:49,5,0,0,3,不错是正品，买了给母亲用，全新机未激活，华为品质值得信赖，除了没有耳机其他杠杠滴，继续支持国产?
留言时间,评分,回复数,点赞数,图片数,评论内容
2021-02-03 12:33:21,5,0,0,2,很好，包装特别棒！机盒外有汽泡袋包着，这是购机以来最完美的一次。
2019-11-14 20:55:47,5,4,4,7,外形外观：外观经典大气，非常喜观黑色，特有品味。 屏幕音效：屏幕非常灵敏，清晰度非常棒，有好几种模式，非常智能，比如时间晚了系统会提醒您该休息了，非常人性化。音质杠杠的！ 拍照效果：真有大片，单反的感觉。 运行速度：很流畅，比之前用的苹果6好用太多了，同时打开多个程序一点都不卡。8+256配980就是不一样。 待机时间：我本人不玩网游，一天一充足够了。
2021-01-29 23:19:49,5,0,0,3,不错是正品，买了给母亲用，全新机未激活，华为品质值得信赖，除了没有耳机其他杠杠滴，继续支持国产?
留言时间,评分,回复数,点赞数,图片数,评论内容
2020-12-01 13:44:16,5,10,4,3,外形外观：简洁大方，触摸手感不错，颜色很和心意 拍照效果：拍照清晰，分辩率很高，色彩饱和度不错， 运行速度：应用随意切换自如，运行速度流畅，不卡顿 待机时间：手机电量基本用上一两天没有问题，玩王者，吃鸡都很流畅，很满意 其他特色：其他特色：通信，音乐音质不错，音量够大 屏幕音效：这个音效我很喜欢，是个小惊喜
2020-12-21 17:13:43,5,10,2,3,手机真的爱了，给奶奶买的奶奶很喜欢，屏幕清晰，反应灵敏，声音清晰音质很好来电声音很大很适合老年人使用爱了爱了 外形外观：颜色靓丽手感很好 屏幕音效：屏幕清晰，音质很好，来电铃声很大适合老年人使用 拍照效果：拍照效果很好，自拍更好 运行速度：运行不卡顿待机时间很长到晚上还有40多的电
2020-12-04 11:18:49,5,6,0,2,宝贝收到了，外观就是经典黑，很好看。开机速度快，感觉很不错(*?&acute;17t17s`?)?屏幕颜色很亮，整体购买很不错的感受。
2020-12-31 19:08:51,5,1,0,2,手机很轻便，使用流畅，电池很耐用，散热很好，打游戏不卡，颜值也很高，拿起来很舒服，不错
2021-01-17 11:08:43,5,0,0,3,手机收到了，打游戏很流畅，画面也很精致，给小孩子用最合适不活了，华为还是好，总之这个手机就是好
2021-02-01 18:20:35,5,0,0,3,外形时尚美观，操作流畅；画面清晰，比较实用。给家里老人买的，很喜欢
2020-12-26 18:33:07,5,0,0,3,物流很快的，首先给好评。给奶奶买的，老年人也要拥有自己的智能机，使用几天下来，不卡，性能也不错，外观也是奶奶喜欢的。 推荐！！！
2021-01-16 16:19:38,5,0,0,3,买给孩子的，孩子很喜欢，颜色也好看，开机速度很快，电池也好用，赶上疫情又开始上网课正用上了
2021-02-02 17:40:26,5,0,0,2,好评(o^^o)！今天收到手机开箱后感觉很不错，质感很好。手感和颜色也很满意！购买到收货时间也很快。配送也很满意！感觉确实很值得！
2021-01-29 12:51:01,5,0,0,3,外形外观：漂亮 屏幕音效：很好听 拍照效果：美美的 待机时间：超长 运行速度：搜搜的 其他特色：给老婆买的，老婆看了好喜欢。女孩子理想的手机
